,Name,Position,Height,Weight,Academic,High School,Year,Sport,College,Hometown,State,College (in univeristy)
247,Brian Grove,RB,5-10,190.0,Fr.,Kings Academy,2012,football,Dartmouth,West Palm Beach,florida,
248,Myles Christian,WR,6-6,190.0,Jr.,Westminster,2012,football,Dartmouth,Atlanta,georgia,
249,Chai Reece,CB,5-10,175.0,So.,Loomis Chaffee (Conn.),2012,football,Dartmouth,Playa del Ray,california,
250,Andy Gay,QB,6-4,205.0,Jr.,Henry M. Jackson,2012,football,Dartmouth,Mill Creek,washington,
251,A.J. Dettorre,CB,5-10,170.0,Jr.,Moorpark,2012,football,Dartmouth,Moorpark,california,
252,Austin Katigan,WR,5-8,175.0,Jr.,Casady,2012,football,Dartmouth,Oklahoma City,oklahoma,
253,Daniel Barstein,P,6-1,175.0,Jr.,Mountain Brook,2012,football,Dartmouth,Birmingham,alaska,
254,Ben Ticknor,LB,6-1,220.0,So.,Milton Academy,2012,football,Dartmouth,Concord,massachusetts,
255,Dalyn Williams,QB,5-11,205.0,Fr.,Lake Dallas,2012,football,Dartmouth,Corinth,texas,
256,Garrett Waggoner,FS,6-1,205.0,Sr.,Riverview,2012,football,Dartmouth,Sarasota,florida,
257,Cole Marcoux,TE,6-5,225.0,Jr.,Fieldston,2012,football,Dartmouth,New York,new york,
258,Dan Gorman,WR/P,6-3,185.0,Fr.,Hanover,2012,football,Dartmouth,Etna,new hampshire,
259,Jimmy Johnson,FS,5-11,205.0,Jr.,Andover,2012,football,Dartmouth,Andover,massachusetts,
260,Alex Park,QB,6-1,200.0,So.,Upper St. Clair,2012,football,Dartmouth,Upper St. Clair,pennsylvania,
261,Travell Taylor,WR,6-2,195.0,Fr.,Gary Comer College Prep,2012,football,Dartmouth,Chicago,illinois,
262,Greg Patton,RB,5-11,185.0,Sr.,Woodward Academy,2012,football,Dartmouth,College Park,georgia,
263,Ernest Evans,QB,6-3,200.0,Fr.,Second Baptist,2012,football,Dartmouth,Houston,texas,
264,Rob Lauzen,DB,6-0,200.0,So.,Aurora West,2012,football,Dartmouth,Aurora,illinois,
265,Victor Williams,WR,5-9,160.0,Fr.,Muskogee,2012,football,Dartmouth,Muskogee,oklahoma,
266,Thomas Militello,QB,6-3,175.0,Fr.,Mary Institute Country Day,2012,football,Dartmouth,St. Louis,missouri,
267,R.C. Willenbrock,K,6-0,185.0,Sr.,Cherry Creek,2012,football,Dartmouth,Englewood,colorado,
268,Will Konstant,DB,6-2,200.0,Fr.,Lyons Township,2012,football,Dartmouth,LaGrange,illinois,
269,John Higgins,RB,5-6,195.0,Jr.,New Trier,2012,football,Dartmouth,Wilmette,illinois,
270,Kyle Bramble,RB,5-10,195.0,Fr.,Floyd Central,2012,football,Dartmouth,Floyds Knobs,indianna,
271,K.J. Booze,CB,5-7,160.0,Fr.,Spiro,2012,football,Dartmouth,Spiro,oklahoma,
272,Mike Banaciski,DB,5-10,200.0,Jr.,Hillsborough,2012,football,Dartmouth,Hillsborough,new jersey,
273,Garrett Wymore,LB,6-1,205.0,Sr.,Chadwick School,2012,football,Dartmouth,Palos Verdes Peninsula,california,
274,Evan Bloom,DB,5-10,185.0,Jr.,Sachem North,2012,football,Dartmouth,Nesconset,new york,
275,Marc Sasso,RB,5-11,210.0,So.,Palos Verdes,2012,football,Dartmouth,Palos Verde Estates,california,
276,Vernon Harris,DB,6-1,185.0,Fr.,St. Thomas Aquinas,2012,football,Dartmouth,Fort Lauderdale,florida,
277,Dan Henggeler,RB,5-9,210.0,Jr.,West Torrance,2012,football,Dartmouth,Torrance,california,
278,Dominick Pierre,RB,5-11,215.0,Jr.,Calvary Christian Academy,2012,football,Dartmouth,Ft. Lauderdale,florida,
279,Sam Laptad,TE,6-4,210.0,Fr.,Jenks,2012,football,Dartmouth,Jenks,oklahoma,
280,Zach Slafsky,LB,6-1,230.0,Fr.,American Heritage Delray,2012,football,Dartmouth,Boca Raton,florida,
281,Paddy Clancy,DB,5-10,165.0,Fr.,St. Thomas Academy,2012,football,Dartmouth,St. Louis Park,minnesota,
282,Pedro Robinson,RB,5-7,190.0,So.,Sacred Heart Prep,2012,football,Dartmouth,Stanford,california,
283,Cody Patch,RB,5-10,195.0,So.,Lebanon,2012,football,Dartmouth,Lebanon,new hampshire,
284,Michael Runger,LB,6-2,225.0,Jr.,Benet Academy,2012,football,Dartmouth,Lisle,illinois,
285,Stephen Dazzo,DB,6-0,230.0,So.,Prospect,2012,football,Dartmouth,Arlington Heights,illinois,
286,Clay Robbins,WR,5-10,180.0,Jr.,Menlo School,2012,football,Dartmouth,Stanford,california,
287,Josh Winslow,DB,5-11,170.0,Fr.,Loomis Chaffee (Conn.),2012,football,Dartmouth,Houston,texas,
288,Bronson Green,LB,6-0,215.0,Jr.,Loyola,2012,football,Dartmouth,Los Angeles,california,
289,Jordan Greenwood,DB,6-0,165.0,Fr.,Lutheran,2012,football,Dartmouth,Orange,california,
290,Alex Douglas,FS,6-0,200.0,Sr.,Bartram Trail,2012,football,Dartmouth,Jacksonville,florida,
291,Riley Lyons,K/P,5-11,170.0,So.,Blessed Trinity,2012,football,Dartmouth,Roswell,georgia,
292,Garrett Schmidt,TE,6-2,235.0,So.,Olentangy,2012,football,Dartmouth,Galena,ohio,
293,Cole Pembroke,FS,6-0,210.0,Sr.,Desert Vista,2012,football,Dartmouth,Phoenix,arizona,
294,Jonathan Moran,TE,6-5,230.0,Fr.,Loyola Blakefield,2012,football,Dartmouth,Baltimore,maryland,
295,Eric Wickham,LB,6-1,230.0,So.,Savannah Christian,2012,football,Dartmouth,Richmond Hill,georgia,
296,Troy Donahue,DB,6-1,195.0,So.,Mullen,2012,football,Dartmouth,Greenwood Village,colorado,
297,Kirby Schoenthaler,WR,6-0,195.0,So.,Bartlesville,2012,football,Dartmouth,Bartlesville,oklahoma,
298,Corey Vann,CB,6-0,180.0,Sr.,Harvard Westlake,2012,football,Dartmouth,Sherman Oaks,california,
299,David Caldwell,DB,6-0,180.0,Fr.,Groton School (Mass.),2012,football,Dartmouth,Charlotte,north carolina,
300,Bo Patterson,WR,6-0,190.0,So.,James Island Charter,2012,football,Dartmouth,Charleston,south carolina,
301,Brian Kosnik,FS,6-4,195.0,Sr.,Darien,2012,football,Dartmouth,Darien,connecticut,
302,Frankie Hernandez,DB,5-9,200.0,Fr.,Belen Jesuit,2012,football,Dartmouth,Miami,florida,
303,A.J. Dillione,OL,6-1,275.0,So.,Hun School,2012,football,Dartmouth,West Chester,pennsylvania,
304,John Golio,DL,6-4,240.0,Sr.,Bergen Catholic,2012,football,Dartmouth,Hasbrouck Heights,new jersey,
305,Cody Fulleton,DT,6-2,265.0,Fr.,O'Dea,2012,football,Dartmouth,Seattle,washington,
306,Tyler Stout,LB,6-1,230.0,So.,Los Altos,2012,football,Dartmouth,Los Altos Hills,california,
307,Miles Gay,LB,5-11,215.0,Sr.,Clear Brook,2012,football,Dartmouth,Friendswood,texas,
308,Bennett Goff,LB,6-2,210.0,Fr.,Middleton,2012,football,Dartmouth,Middleton,wisconsin,
309,Sawyer Whalen,DE,6-4,225.0,Fr.,Woodinville,2012,football,Dartmouth,Woodinville,washington,
310,Niko Mamula,OL,6-3,285.0,Fr.,Chartiers Valley,2012,football,Dartmouth,Carnegie,pennsylvania,
311,Will McNamara,LB,6-0,215.0,Fr.,St. Rita,2012,football,Dartmouth,Chicago,illinois,
312,Jake Young,DE,6-2,255.0,Fr.,Avon Lake,2012,football,Dartmouth,Avon Lake,ohio,
313,Daniel Jamokha,OL,6-5,275.0,Sr.,Western,2012,football,Dartmouth,Anaheim,california,
314,John Hanna,OL,6-4,320.0,Sr.,Torrey Pines,2012,football,Dartmouth,Rancho Santa Fe,california,
315,Jacob Flores,OL,6-4,290.0,Fr.,Grace Prep,2012,football,Dartmouth,Arlington,texas,
316,Brett Kana,OL,6-4,270.0,Jr.,Bishop Guertin,2012,football,Dartmouth,Bedford,new hampshire,
317,Patrick Lahey,OL,6-3,280.0,Sr.,Brooks School,2012,football,Dartmouth,North Andover,massachusetts,
318,Cohle Fowler,OL,6-6,310.0,Jr.,Verdigris,2012,football,Dartmouth,Claremore,oklahoma,
319,Scotty Whitmore,OL,6-5,295.0,So.,Klein Collins,2012,football,Dartmouth,Spring,texas,
320,Rob Bathe,OL,6-3,275.0,Sr.,Wayzata,2012,football,Dartmouth,Plymouth,minnesota,
321,Cam Colwell,OL,6-4,280.0,Jr.,Xaverian Brothers,2012,football,Dartmouth,Medfield,massachusetts,
322,Keith Hamren,DL,6-3,240.0,So.,Clements,2012,football,Dartmouth,Sugar Land,texas,
323,Pat Hand,OL,6-2,235.0,So.,Lawrenceville School,2012,football,Dartmouth,Far Hills,new jersey,
324,Sean Ronan,OL,6-2,270.0,So.,Boca Raton,2012,football,Dartmouth,Boca Raton,florida,
325,Max Kingsley,DL,6-5,260.0,Jr.,St. Sebastian's Country Day,2012,football,Dartmouth,Sherborn,massachusetts,
326,Justin Call,OL,6-4,335.0,Fr.,Rampart,2012,football,Dartmouth,Colorado Springs,colorado,
327,William Guinee,OL,6-4,265.0,So.,Malden Catholic,2012,football,Dartmouth,Topsfield,massachusetts,
328,Brendan Johnson,OL,6-6,270.0,Fr.,Gonzaga College HS,2012,football,Dartmouth,Washington,district of columbia,
329,Ben Spiritos,OL,6-2,295.0,So.,Landon,2012,football,Dartmouth,Olney,maryland,
330,Joshua Clark,OL,6-5,270.0,Fr.,Bradenton Christian,2012,football,Dartmouth,Bradenton,florida,
331,John Scheve,OL,6-8,305.0,Sr.,Boys Latin,2012,football,Dartmouth,Towson,maryland,
332,Dean Bakes,TE,6-3,225.0,Jr.,Hotchkiss School,2012,football,Dartmouth,New Canaan,connecticut,
333,Mitch Aprahamian,TE,6-5,240.0,Sr.,Brookfield Central,2012,football,Dartmouth,Brookfield,wisconsin,
334,Shawn Bode,WR,6-1,205.0,Sr.,Kamehameha School,2012,football,Dartmouth,Kaneohe,hawaii,
335,Edward von Kuhn,WR,6-4,200.0,Jr.,Phillips Academy (Mass.),2012,football,Dartmouth,Birmingham,alaska,
336,Michael Reilly,WR,6-2,190.0,Sr.,Kent Denver,2012,football,Dartmouth,Denver,colorado,
337,Peter Calvanelli,WR,6-3,190.0,Jr.,Delbarton School,2012,football,Dartmouth,Morristown,new jersey,
338,Jordan Ar?,WR,6-1,205.0,So.,Alief Taylor,2012,football,Dartmouth,Houston,texas,
339,Joe Dowdell,WR,6-1,175.0,Jr.,Bishop Kelley,2012,football,Dartmouth,Tulsa,oklahoma,
340,Justin Foley,TE,6-2,245.0,Sr.,William Henry Harrison,2012,football,Dartmouth,Harrison,ohio,
341,Charlie Storey,WR,6-3,200.0,So.,Milton Academy,2012,football,Dartmouth,Essex,massachusetts,
342,Jack Sheehy,TE,6-4,245.0,Fr.,St. Andrews,2012,football,Dartmouth,Boca Raton,florida,
343,Corbin Stall,DE,6-3,230.0,So.,Tulsa Union,2012,football,Dartmouth,Broken Arrow,oklahoma,
344,Mick Davis,DT,6-3,255.0,Sr.,Eastside Catholic,2012,football,Dartmouth,Renton,washington,
345,Evan Chrustic,DE,6-4,265.0,So.,Newton,2012,football,Dartmouth,Andover,new jersey,
346,Elliot Kastner,DT,6-3,280.0,Sr.,Hawaii Prep.,2012,football,Dartmouth,Kamuela,hawaii,
347,Teddy Reed,DE,6-4,280.0,Sr.,Deerfield Academy,2012,football,Dartmouth,Boxford,massachusetts,
348,Jeff Winthrop,DL,6-3,260.0,So.,St. Paul's School,2012,football,Dartmouth,Roxbury,connecticut,
349,Martin Pomykala,DL,6-2,275.0,Jr.,New Britain,2012,football,Dartmouth,New Britain,connecticut,
350,Jackson Floyd,OL,6-6,260.0,Sr.,Loyola,2012,football,Dartmouth,Winnetka,illinois,
351,A.J. Zuttah,DT,6-1,295.0,Fr.,Cheshire Academy (Conn.),2012,football,Dartmouth,Edison,new jersey,
352,Luke Dornak,TE,6-4,255.0,So.,St. Joseph,2012,football,Dartmouth,Victoria,texas,
353,Zack Fowler,DE,6-3,245.0,So.,Southwestern,2012,football,Dartmouth,Somerset,kentucky,
354,Ryan Hrabak,LB,6-2,230.0,Sr.,Carmel Catholic,2012,football,Dartmouth,Grayslake,illinois,
355,Aaron Mondshine,OL,6-4,285.0,Jr.,Pince Crest,2012,football,Dartmouth,Bal Harbour,florida,
356,Tom Patek,LB,6-3,220.0,Sr.,Carmel Catholic,2012,football,Dartmouth,Long Grove,illinois,
357,Kevin Price,RB,5-8,200.0,Sr.,Lutheran,2013,football,Dartmouth,Metairie,louisiana,
358,Chase Womack,CB,6-0,195.0,Sr.,Westlake,2013,football,Dartmouth,Austin,texas,
359,Ryan McManus,WR,5-11,195.0,Jr.,St. Thomas Academy,2013,football,Dartmouth,Mendota Heights,minnesota,
360,Robbie Anthony,WR,5-11,190.0,Sr.,Bishop Moore/Clemson,2013,football,Dartmouth,Orlando,florida,
361,Dana Barbaro,WR,6-0,200.0,Sr.,St. Augustine,2013,football,Dartmouth,San Diego,california,
362,Brian Grove,RB,5-8,195.0,So.,Kings Academy,2013,football,Dartmouth,West Palm Beach,florida,
363,Kevin Muzzi,WR,5-11,175.0,So.,St. Joseph HS,2013,football,Dartmouth,Greenville,mississippi,
364,Chai Reece,CB,5-10,175.0,Jr.,Loomis Chaffee (Conn.),2013,football,Dartmouth,Playa del Ray,california,
365,Troy Donahue,DB,6-0,205.0,Jr.,Mullen,2013,football,Dartmouth,Greenwood Village,colorado,
366,A.J. Dettorre,CB,5-10,180.0,Sr.,Moorpark,2013,football,Dartmouth,Moorpark,california,
367,Austin Katigan,WR,5-7,175.0,Sr.,Casady,2013,football,Dartmouth,Oklahoma City,oklahoma,
368,Daniel Barstein,P,6-1,175.0,Sr.,Mountain Brook,2013,football,Dartmouth,Birmingham,alaska,
369,Stephen Dazzo,DB,6-0,225.0,Jr.,Prospect,2013,football,Dartmouth,Arlington Heights,illinois,
370,Evan Bloom,DB,5-10,185.0,Sr.,Sachem North,2013,football,Dartmouth,Nesconset,new york,
371,Dalyn Williams,QB,6-0,205.0,So.,Lake Dallas,2013,football,Dartmouth,Corinth,texas,
372,Garrett Waggoner,FS,6-1,225.0,Sr.,Riverview,2013,football,Dartmouth,Sarasota,florida,
373,Cole Marcoux,TE,6-5,240.0,Sr.,Fieldston,2013,football,Dartmouth,New York,new york,
374,Jonathan DiBiaso,QB,6-1,195.0,Fr.,Everett/Phillips Exeter,2013,football,Dartmouth,Everett,massachusetts,
375,Dan Gorman,WR/P,6-4,195.0,So.,Hanover,2013,football,Dartmouth,Etna,new hampshire,
376,Alex Park,QB,6-1,205.0,Jr.,Upper St. Clair,2013,football,Dartmouth,Upper St. Clair,pennsylvania,
377,Kirby Schoenthaler,WR,5-10,200.0,Jr.,Bartlesville,2013,football,Dartmouth,Bartlesville,oklahoma,
378,Bo Patterson,WR,6-0,195.0,Jr.,James Island Charter,2013,football,Dartmouth,Charleston,south carolina,
379,Ernest Evans,QB,6-3,210.0,So.,Second Baptist,2013,football,Dartmouth,Houston,texas,
380,Eric Oberg,WR,6-1,195.0,So.,Belmont Hill,2013,football,Dartmouth,Wellesley,massachusetts,
381,Victor Williams,WR,5-8,170.0,So.,Muskogee,2013,football,Dartmouth,Muskogee,oklahoma,
382,Thomas Militello,QB,6-2,180.0,So.,Mary Institute Country Day,2013,football,Dartmouth,St. Louis,missouri,
383,Will Konstant,DB,6-2,215.0,So.,Lyons Township,2013,football,Dartmouth,LaGrange,illinois,
384,Jacob Siwicki,RB,6-0,210.0,Fr.,DeMatha Catholic/Northfield Mt. Hermon,2013,football,Dartmouth,Gambrills,maryland,
385,Chris Aguemon,DB,5-7,170.0,Fr.,Heritage,2013,football,Dartmouth,Leesburg,virginia,
386,Kyle Bramble,RB,5-10,200.0,So.,Floyd Central,2013,football,Dartmouth,Floyds Knobs,indianna,
387,K.J. Booze,CB,5-6,160.0,So.,Spiro,2013,football,Dartmouth,Spiro,oklahoma,
388,Mike Banaciski,DB,5-10,200.0,Sr.,Hillsborough,2013,football,Dartmouth,Hillsborough,new jersey,
389,Jimmy Johnson,FS,5-11,210.0,Sr.,Andover,2013,football,Dartmouth,Andover,massachusetts,
390,Darius George,DB,6-0,180.0,Fr.,Cardinal Gibbons,2013,football,Dartmouth,Lauderhill,florida,
391,Marc Sasso,RB,5-9,200.0,Jr.,Palos Verdes,2013,football,Dartmouth,Palos Verde Estates,california,
392,Vernon Harris,DB,6-1,195.0,So.,St. Thomas Aquinas,2013,football,Dartmouth,Fort Lauderdale,florida,
393,Dan Henggeler,RB,5-8,205.0,Sr.,West Torrance,2013,football,Dartmouth,Torrance,california,
394,Dominick Pierre,RB,5-11,215.0,Sr.,Calvary Christian Academy,2013,football,Dartmouth,Ft. Lauderdale,florida,
395,Abrm McQuarters,RB,5-11,190.0,Fr.,Cascia Hall Prep,2013,football,Dartmouth,Tulsa,oklahoma,
396,Zach Slafsky,LB,6-1,230.0,So.,American Heritage Delray,2013,football,Dartmouth,Boca Raton,florida,
397,Jvonte Brooks,TE,6-6,225.0,Jr.,Foothills Christian/NMH,2013,football,Dartmouth,Santee,california,
398,Paddy Clancy,DB,5-10,170.0,So.,St. Thomas Academy,2013,football,Dartmouth,St. Louis Park,minnesota,
399,Graydon Peterson,LS,5-11,215.0,Fr.,Whitefish Bay,2013,football,Dartmouth,Whitefish Bay,wisconsin,
400,Cody Patch,DB,5-9,195.0,Jr.,Lebanon,2013,football,Dartmouth,Lebanon,new hampshire,
401,Peter Eggert,TE,6-4,235.0,Fr.,Laguna Hills,2013,football,Dartmouth,Lake Forest,california,
402,Michael Runger,LB,6-2,225.0,Sr.,Benet Academy,2013,football,Dartmouth,Lisle,illinois,
403,Danny McManus,DB,5-8,175.0,Fr.,St. Thomas Academy,2013,football,Dartmouth,Mendota Heights,minnesota,
404,Chris Warren,WR,6-0,185.0,Fr.,The Woodlands,2013,football,Dartmouth,The Woodlands,texas,
405,Josh Winslow,DB,5-10,195.0,So.,Loomis Chaffee (Conn.),2013,football,Dartmouth,Houston,texas,
406,Bronson Green,LB,6-0,215.0,Sr.,Loyola,2013,football,Dartmouth,Los Angeles,california,
407,Myles Christian,WR,6-6,190.0,Sr.,Westminster,2013,football,Dartmouth,Atlanta,georgia,
408,Jordan Greenwood,DB,5-10,175.0,So.,Lutheran,2013,football,Dartmouth,Orange,california,
409,Charlie Miller,DB,5-10,175.0,Fr.,Totino Grace,2013,football,Dartmouth,Shoreview,minnesota,
410,Riley Lyons,K/P,5-9,185.0,Jr.,Blessed Trinity,2013,football,Dartmouth,Roswell,georgia,
411,John Higgins,RB,5-6,195.0,Sr.,New Trier,2013,football,Dartmouth,Wilmette,illinois,
412,Garrett Schmidt,TE,6-2,235.0,Jr.,Olentangy,2013,football,Dartmouth,Galena,ohio,
413,David Caldwell,DB,6-1,200.0,So.,Groton School (Mass.),2013,football,Dartmouth,Charlotte,north carolina,
414,Jonathan Moran,TE,6-4,235.0,So.,Loyola Blakefield,2013,football,Dartmouth,Baltimore,maryland,
415,Eric Wickham,LB,6-1,230.0,Jr.,Savannah Christian,2013,football,Dartmouth,Richmond Hill,georgia,
416,Clay Robbins,WR,5-10,180.0,Sr.,Menlo School,2013,football,Dartmouth,Stanford,california,
417,Will McNamara,LB,6-0,225.0,So.,St. Rita,2013,football,Dartmouth,Chicago,illinois,
418,Ben Kepley,P,6-1,180.0,Fr.,Charlotte Country Day,2013,football,Dartmouth,Charlotte,north carolina,
419,Alex Gakenheimer,K,6-1,185.0,Fr.,Charlotte Country Day,2013,football,Dartmouth,Charlotte,north carolina,
420,Lucas Bavaro,DB,6-0,190.0,Fr.,St. John's Prep,2013,football,Dartmouth,Boxford,massachusetts,
421,Ben Ticknor,LB,6-0,210.0,Jr.,Milton Academy,2013,football,Dartmouth,Concord,massachusetts,
422,Frankie Hernandez,DB,5-9,190.0,So.,Belen Jesuit,2013,football,Dartmouth,Miami,florida,
423,A.J. Dillione,OL,6-0,270.0,Jr.,Hun School,2013,football,Dartmouth,West Chester,pennsylvania,
424,Rob Lauzen,DB,6-0,210.0,Jr.,Aurora West,2013,football,Dartmouth,Aurora,illinois,
425,Cody Fulleton,DE,6-2,250.0,So.,O'Dea,2013,football,Dartmouth,Seattle,washington,
426,Tyler Stout,LB,6-0,225.0,Jr.,Los Altos,2013,football,Dartmouth,Los Altos Hills,california,
427,Folarin Orimolade,LB,5-10,230.0,Fr.,Blake,2013,football,Dartmouth,Burtonsville,maryland,
428,Alex McCrory,LB,6-0,235.0,Fr.,Shawnee,2013,football,Dartmouth,Springfield,ohio,
429,Bennett Goff,LB,6-2,210.0,So.,Middleton,2013,football,Dartmouth,Middleton,wisconsin,
430,Sawyer Whalen,DE,6-3,230.0,So.,Woodinville,2013,football,Dartmouth,Woodinville,washington,
431,Niko Mamula,OL,6-3,290.0,So.,Chartiers Valley,2013,football,Dartmouth,Carnegie,pennsylvania,
432,Brian Fordon,LB,6-2,205.0,Fr.,Providence Catholic,2013,football,Dartmouth,Frankfort,illinois,
433,Michael Warren,DL,6-3,275.0,Fr.,Providence Academy,2013,football,Dartmouth,Maple Grove,minnesota,
434,Zach Shank,DE,6-3,250.0,Fr.,Olentangy Liberty,2013,football,Dartmouth,Powell,ohio,
435,Zach Husain,DL,6-2,260.0,Fr.,Evanston Township,2013,football,Dartmouth,Evanston,illinois,
436,Jacob Flores,OL,6-3,285.0,So.,Grace Prep,2013,football,Dartmouth,Arlington,texas,
437,Brett Kana,OL,6-4,270.0,Sr.,Bishop Guertin,2013,football,Dartmouth,Bedford,new hampshire,
438,Cohle Fowler,OL,6-5,315.0,Sr.,Verdigris,2013,football,Dartmouth,Claremore,oklahoma,
439,Scotty Whitmore,OL,6-4,305.0,Jr.,Klein Collins,2013,football,Dartmouth,Spring,texas,
440,Zach Davis,OL,6-6,295.0,Fr.,Lake Havasu,2013,football,Dartmouth,Lake Havasu,arizona,
441,Jack Friedman,OL,6-3,290.0,Fr.,Howard,2013,football,Dartmouth,Ellicott City,maryland,
442,Keith Hamren,DL,6-0,250.0,Jr.,Clements,2013,football,Dartmouth,Sugar Land,texas,
443,Garrett Strohmaier,OL,6-1,250.0,Fr.,Jesuit,2013,football,Dartmouth,Elk Grove,california,
444,Sean Ronan,OL,6-2,265.0,Jr.,Boca Raton,2013,football,Dartmouth,Boca Raton,florida,
445,Mike Langman,OL,6-5,275.0,Fr.,Naperville North,2013,football,Dartmouth,Naperville,illinois,
446,Paul Gudmundsson,DL,6-2,250.0,Fr.,St. Mark's School,2013,football,Dartmouth,Dallas,texas,
447,William Guinee,OL,6-3,265.0,Jr.,Malden Catholic,2013,football,Dartmouth,Topsfield,massachusetts,
448,Brendan Johnson,OL,6-4,270.0,So.,Gonzaga College HS,2013,football,Dartmouth,Washington,district of columbia,
449,Ben Spiritos,OL,6-3,290.0,Jr.,Landon,2013,football,Dartmouth,Olney,maryland,
450,Joshua Clark,OL,6-5,295.0,So.,Bradenton Christian,2013,football,Dartmouth,Bradenton,florida,
451,Dave Morrison,OL,6-3,280.0,Fr.,Shaker,2013,football,Dartmouth,Latham,new york,
452,Dean Bakes,TE,6-2,235.0,Sr.,Hotchkiss School,2013,football,Dartmouth,New Canaan,connecticut,
453,Jon Marc Carrier,WR,5-8,160.0,Fr.,Steinbrenner,2013,football,Dartmouth,Lutz,florida,
454,Houston Brown,WR,6-1,165.0,Fr.,The Woodlands,2013,football,Dartmouth,The Woodlands,texas,
455,Peter Calvanelli,WR,6-2,190.0,Sr.,Delbarton School,2013,football,Dartmouth,Morristown,new jersey,
456,Edward von Kuhn,WR,6-4,195.0,Sr.,Phillips Academy (Mass.),2013,football,Dartmouth,Birmingham,alaska,
457,Joseph Cook,WR,6-5,190.0,Fr.,Bishop Amat,2013,football,Dartmouth,Monrovia,california,
458,Blake Orvis,TE,6-3,230.0,Fr.,Boone,2013,football,Dartmouth,Orlando,florida,
459,Jordan Ar?,WR,6-0,205.0,Jr.,Alief Taylor,2013,football,Dartmouth,Houston,texas,
460,Joe Dowdell,WR,6-1,180.0,Sr.,Bishop Kelley,2013,football,Dartmouth,Tulsa,oklahoma,
461,Sam Laptad,TE,6-4,230.0,So.,Jenks,2013,football,Dartmouth,Jenks,oklahoma,
462,Charlie Storey,WR,6-2,200.0,Jr.,Milton Academy,2013,football,Dartmouth,Essex,massachusetts,
463,John Katzman,K/P,5-10,160.0,Fr.,Menlo School (Calif.),2013,football,Dartmouth,Paradise Valley,arizona,
464,Corbin Stall,DE,6-2,235.0,Jr.,Tulsa Union,2013,football,Dartmouth,Broken Arrow,oklahoma,
465,Jeremiah Douchee,DE,6-4,235.0,Fr.,Hales Franciscan,2013,football,Dartmouth,Chicago,illinois,
466,Evan Chrustic,DE,6-4,285.0,Jr.,Newton,2013,football,Dartmouth,Andover,new jersey,
467,Elliot Kastner,DT,6-3,270.0,Sr.,Hawaii Prep.,2013,football,Dartmouth,Kamuela,hawaii,
468,Brandon Cooper,DE,6-1,270.0,Fr.,South Grand Prairie,2013,football,Dartmouth,Grand Prairie,texas,
469,Jeff Winthrop,DL,6-3,270.0,Jr.,St. Paul's School,2013,football,Dartmouth,Roxbury,connecticut,
470,Martin Pomykala,DL,6-2,280.0,Sr.,New Britain,2013,football,Dartmouth,New Britain,connecticut,
471,Jake Young,DE,6-2,255.0,So.,Avon Lake,2013,football,Dartmouth,Avon Lake,ohio,
472,Pat Hand,TE,6-3,235.0,Jr.,Lawrenceville School,2013,football,Dartmouth,Far Hills,new jersey,
473,A.J. Zuttah,DT,6-0,285.0,So.,Cheshire Academy (Conn.),2013,football,Dartmouth,Edison,new jersey,
474,Victor Williams,WR,5-9,170.0,Jr.,Muskogee,2014,football,Dartmouth,Muskogee,oklahoma,
475,Ryan McManus,WR,5-11,195.0,Sr.,St. Thomas Academy,2014,football,Dartmouth,Mendota Heights,minnesota,
476,Frankie Hernandez,DB,5-9,195.0,Jr.,Belen Jesuit,2014,football,Dartmouth,Miami,florida,
477,Dana Barbaro,WR,6-2,190.0,Sr.,St. Augustine,2014,football,Dartmouth,San Diego,california,
478,Brian Grove,RB,5-10,195.0,Jr.,Kings Academy,2014,football,Dartmouth,West Palm Beach,florida,
479,John Katzman,K/P,5-9,175.0,So.,Menlo School (Calif.),2014,football,Dartmouth,Paradise Valley,arizona,
